Recipe ID,Calories,Fat,Trans Fat,Saturated Fat,Mono Unsaturated Fat,Poly Unsaturated Fat,Protein,Cholesterol,Carbohydrates,Net Carbohydrates,Alcohol,Fiber,Sugar,Sodium,Caffein,Manganese,Potassium,Magnesium,Calcium,Copper,Zinc,Phosphorus,Fluoride,Choline,Iron,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Folate,Folic Acid,Iodine,Selenium
335,877.28,41.52,NULL,15.44,NULL,NULL,73.71,195.36,59.47,45.25,0.0,14.22,35.45,1933.16,37.92,1.2,3631.68,219.9,431.79,1.1,17.81,887.87,NULL,NULL,19.8,3191.62,0.89,1.29,20.53,2.87,2.83,11.23,156.47,NULL,10.49,47.36,138.59,NULL,NULL,50.32
336,256.84,5.49,NULL,3.17,NULL,NULL,26.91,44.89,29.3,24.48,0.0,4.82,22.64,248.38,47.4,0.03,696.63,35.32,553.19,0.05,1.15,265.7,NULL,NULL,0.2,533.4,1.48,1.91,18.16,10.0,1.91,6.71,NULL,2.69,NULL,NULL,7.27,NULL,NULL,4.9
337,269.89,15.53,NULL,1.6,NULL,NULL,8.31,0.0,27.22,10.52,0.03,16.7,6.07,91.91,18.03,1.55,240.1,164.26,390.77,0.44,2.28,414.16,NULL,NULL,3.72,NULL,0.31,0.24,4.33,0.11,NULL,NULL,NULL,NULL,0.24,NULL,24.42,NULL,NULL,26.5
338,193.94,3.74,NULL,1.34,NULL,NULL,6.07,3.66,37.58,32.52,0.0,5.06,14.34,19.88,12.89,1.31,238.06,73.68,63.44,0.34,1.61,194.94,NULL,NULL,2.05,NULL,0.16,0.1,0.5,0.47,0.06,0.16,NULL,0.34,NULL,NULL,11.45,NULL,NULL,10.21
339,662.15,45.44,NULL,17.55,NULL,NULL,17.37,66.07,53.2,45.68,0.15,7.52,28.87,373.27,33.32,1.55,599.51,150.19,96.54,0.79,2.24,315.87,NULL,NULL,4.06,520.94,0.25,0.24,7.56,0.93,0.19,0.17,NULL,0.58,1.86,3.11,82.11,NULL,NULL,13.84
340,313.69,10.17,NULL,3.53,NULL,NULL,10.58,58.96,49.27,42.84,1.33,6.43,8.33,700.1,95.51,0.86,370.87,110.24,118.73,0.64,1.62,229.92,NULL,NULL,4.31,145.2,0.36,0.43,4.36,0.6,0.08,0.31,NULL,0.81,0.88,3.34,90.03,NULL,NULL,22.19
341,569.47,36.01,NULL,21.15,NULL,NULL,10.84,182.9,50.85,47.11,0.34,3.74,14.95,113.99,64.84,0.73,341.14,54.41,137.56,0.17,0.89,138.29,NULL,NULL,2.56,1304.95,0.18,0.33,3.17,0.78,0.14,0.4,84.82,0.24,0.56,3.7,73.89,NULL,NULL,1.21
342,503.35,30.54,NULL,17.12,NULL,NULL,9.98,141.68,47.12,42.51,0.18,4.61,35.82,106.46,57.65,0.79,461.34,110.18,110.08,0.73,1.99,246.43,NULL,NULL,4.05,395.89,0.09,0.3,0.77,0.8,0.09,0.6,NULL,1.11,0.77,4.7,23.22,NULL,NULL,18.26
343,402.73,24.63,NULL,12.5,NULL,NULL,7.31,62.95,41.14,36.77,0.11,4.37,18.55,468.93,38.55,0.66,316.11,75.89,95.74,0.51,1.36,183.26,NULL,NULL,3.29,502.35,0.2,0.27,1.64,0.52,0.06,0.27,3.65,0.69,1.17,5.46,46.77,NULL,NULL,13.74
344,587.44,31.01,NULL,17.46,NULL,NULL,11.8,194.6,62.65,58.39,1.99,4.27,25.49,122.41,23.84,0.83,362.47,49.82,123.17,0.26,1.18,169.77,NULL,NULL,3.46,958.43,0.18,0.32,2.1,0.95,0.15,0.5,84.69,0.23,0.6,3.86,78.13,NULL,NULL,4.62
345,323.28,10.52,NULL,2.38,NULL,NULL,6.9,15.64,54.47,51.75,0.18,2.72,37.8,210.93,14.49,0.65,233.42,50.34,59.13,0.27,0.92,107.12,NULL,NULL,1.82,67.24,0.17,0.27,3.12,0.33,0.1,0.17,NULL,0.22,1.53,1.71,47.58,NULL,NULL,9.52
346,472.34,16.47,NULL,9.27,NULL,NULL,8.63,79.9,77.74,72.69,0.18,5.05,44.78,438.57,31.48,1.37,331.26,69.68,56.95,0.27,1.68,222.82,NULL,NULL,2.44,514.42,0.19,0.17,3.4,0.8,0.16,0.15,NULL,0.43,0.86,3.15,27.66,NULL,NULL,9.52
347,304.04,15.17,NULL,9.13,NULL,NULL,5.07,61.49,39.95,36.96,0.17,2.99,18.07,129.38,14.44,0.57,166.72,41.74,38.28,0.31,0.86,96.26,NULL,NULL,2.5,413.84,0.2,0.18,1.58,0.31,0.04,0.11,NULL,0.25,0.46,2.7,49.32,NULL,NULL,11.99
348,227.23,12.49,NULL,7.1,NULL,NULL,4.62,66.31,22.74,18.27,1.31,4.47,5.42,43.19,12.96,0.5,141.81,21.46,57.69,0.11,0.55,60.03,NULL,NULL,1.27,445.62,0.08,0.13,0.85,0.48,0.06,0.15,15.72,NULL,0.53,4.73,28.64,NULL,NULL,NULL
349,373.82,24.78,NULL,13.88,NULL,NULL,6.83,70.06,31.26,28.47,0.65,2.79,12.79,268.2,28.95,0.47,244.93,54.33,79.56,0.35,1.01,140.5,NULL,NULL,2.55,560.96,0.18,0.26,1.4,0.45,0.05,0.26,NULL,0.76,0.92,4.11,40.17,NULL,NULL,13.66
350,529.31,43.63,NULL,26.55,NULL,NULL,6.23,226.65,31.97,29.09,0.0,2.88,13.92,583.56,NULL,0.99,185.65,38.63,52.06,0.12,0.99,154.19,NULL,NULL,1.24,1462.84,0.14,0.17,1.26,0.64,0.2,0.35,1.38,0.9,1.6,4.1,30.46,NULL,NULL,21.83
351,352.82,16.91,NULL,9.01,NULL,NULL,5.94,42.38,49.08,45.1,0.11,3.97,29.25,482.75,33.8,0.56,255.8,66.07,77.28,0.45,1.15,149.97,NULL,NULL,3.08,209.76,0.17,0.24,1.45,0.41,0.05,0.22,NULL,0.42,0.5,5.65,40.77,NULL,NULL,11.18
352,497.37,28.83,NULL,12.7,NULL,NULL,7.21,63.08,57.7,55.02,0.08,2.68,40.02,238.23,12.95,0.49,195.92,52.58,47.46,0.25,0.91,128.82,NULL,NULL,1.81,548.82,0.17,0.2,3.12,0.4,0.09,0.09,NULL,0.54,2.17,9.13,49.46,NULL,NULL,9.62
353,281.92,13.46,NULL,8.0,NULL,NULL,3.28,49.45,37.4,34.46,1.19,2.94,26.34,153.9,12.65,0.34,259.85,40.32,39.8,0.28,0.64,78.18,NULL,NULL,1.66,338.9,0.09,0.11,1.0,0.38,0.08,0.1,NULL,0.33,0.38,2.19,23.59,NULL,NULL,6.63
354,30.37,0.45,NULL,0.07,NULL,NULL,1.89,0.04,5.54,4.07,0.0,1.48,1.06,71.13,NULL,0.32,232.95,26.22,30.26,0.08,0.5,53.2,NULL,NULL,0.94,2167.13,0.06,0.13,1.62,0.51,0.14,NULL,6.57,NULL,0.48,112.98,53.24,NULL,NULL,2.95
355,113.26,4.96,NULL,0.85,NULL,NULL,4.77,0.0,23.59,18.23,0.0,5.36,6.3,220.57,NULL,0.23,745.15,33.35,27.6,0.4,0.86,137.32,NULL,NULL,1.74,1682.74,0.18,0.39,4.29,1.6,0.3,NULL,30.59,0.17,1.25,81.94,49.78,NULL,NULL,8.31
356,389.7,22.48,NULL,13.87,NULL,NULL,8.06,27.28,42.92,36.96,0.0,5.96,7.07,490.36,NULL,2.22,716.0,108.91,87.56,0.43,1.91,272.62,NULL,NULL,5.37,3611.53,0.3,0.19,4.5,1.4,0.52,0.07,74.2,0.16,1.06,208.33,91.97,NULL,NULL,3.47
357,316.17,6.94,NULL,2.3,NULL,NULL,32.47,80.35,29.72,23.6,0.0,6.13,8.86,316.32,NULL,0.44,950.22,61.25,99.26,0.41,6.01,365.8,NULL,NULL,5.1,20417.46,0.34,0.38,11.14,1.48,1.1,2.4,19.47,NULL,0.53,23.44,104.53,NULL,NULL,44.25
358,411.1,9.76,NULL,1.56,NULL,NULL,28.65,51.97,57.48,51.67,0.0,5.8,1.06,1469.84,NULL,1.16,1348.9,142.95,134.19,0.33,2.57,355.96,NULL,NULL,4.48,5266.14,0.43,0.23,11.55,2.06,1.31,0.48,40.51,0.38,2.08,232.95,140.97,NULL,NULL,27.34
359,566.53,24.02,NULL,8.68,NULL,NULL,67.46,212.21,18.12,15.01,0.0,3.11,4.4,674.89,NULL,0.89,1449.23,117.18,103.94,0.63,13.57,689.8,NULL,NULL,7.72,314.88,0.53,0.93,21.11,2.95,0.85,8.63,10.3,NULL,2.4,14.62,99.7,NULL,NULL,74.93
360,226.02,10.0,NULL,1.32,NULL,NULL,6.66,0.0,30.15,24.86,0.0,5.29,5.34,291.54,NULL,1.28,535.48,76.42,118.47,0.5,1.43,182.33,NULL,NULL,2.25,291.18,0.26,0.32,3.83,1.49,0.4,NULL,46.76,NULL,1.35,124.03,79.83,NULL,NULL,7.4
361,259.96,7.75,NULL,1.0,NULL,NULL,7.76,0.59,43.95,36.87,0.0,7.08,13.39,385.92,NULL,1.17,900.9,111.06,82.72,0.48,1.57,229.71,NULL,NULL,2.95,7774.96,0.35,0.27,3.04,1.06,0.67,NULL,163.38,NULL,2.72,32.42,109.91,NULL,NULL,5.03
362,450.17,10.35,NULL,1.57,NULL,NULL,20.54,0.0,72.38,63.95,0.0,8.43,8.03,997.99,NULL,1.54,758.29,86.25,114.77,0.76,2.6,324.85,NULL,NULL,6.45,1476.83,0.91,0.94,9.5,2.35,0.75,NULL,9.75,0.23,1.18,75.67,201.32,NULL,NULL,42.77
363,897.94,50.59,NULL,20.71,NULL,NULL,36.08,96.76,74.01,67.43,0.0,6.58,6.16,1953.03,NULL,0.83,506.83,81.45,683.05,0.41,5.71,685.09,NULL,NULL,8.52,805.03,0.79,0.87,9.49,0.76,0.48,1.82,1.14,0.4,1.38,52.06,185.94,NULL,NULL,57.77
364,279.84,11.41,NULL,7.22,NULL,NULL,8.83,163.68,37.07,31.31,0.0,5.76,9.55,1065.9,NULL,0.53,682.64,52.34,94.76,0.29,1.18,179.94,NULL,NULL,2.59,21689.64,0.16,0.37,1.27,1.95,0.53,0.39,7.87,0.88,0.93,18.85,61.02,NULL,NULL,15.08
365,197.83,10.38,NULL,3.24,NULL,NULL,14.45,372.0,13.09,11.78,0.0,1.31,4.77,294.02,NULL,0.11,417.49,33.06,93.35,0.22,1.62,245.74,NULL,NULL,3.08,802.42,0.11,0.56,1.02,1.72,0.33,0.89,7.98,2.0,1.19,21.05,77.72,NULL,NULL,31.67
366,920.17,42.44,NULL,9.95,NULL,NULL,40.2,196.84,96.3,88.87,0.0,7.43,6.5,1674.6,NULL,1.26,824.57,119.21,572.52,0.62,4.48,767.41,NULL,NULL,5.13,1377.64,0.31,0.37,5.84,1.68,0.54,5.49,26.25,3.04,6.41,80.32,67.81,NULL,NULL,129.51
367,137.32,5.37,NULL,0.94,NULL,NULL,5.02,41.42,17.09,16.2,0.0,0.88,1.04,373.66,NULL,0.2,142.32,14.4,107.26,0.07,0.43,97.6,NULL,NULL,0.87,71.35,0.11,0.1,1.24,0.22,0.06,0.9,6.1,0.57,0.81,3.78,21.21,NULL,NULL,9.48
368,550.92,34.47,NULL,13.49,NULL,NULL,38.66,378.55,20.03,19.4,0.0,0.64,13.33,741.6,NULL,0.42,887.99,60.25,317.37,11.1,6.27,777.81,NULL,NULL,5.87,19579.02,0.52,3.52,17.52,9.4,1.57,68.85,4.25,4.27,0.8,4.4,335.98,NULL,NULL,61.24
369,432.56,37.96,NULL,22.91,NULL,NULL,13.79,353.36,4.19,3.62,3.34,0.56,1.45,551.09,NULL,0.28,239.85,19.56,31.94,0.4,2.15,249.64,NULL,NULL,6.97,9483.43,0.25,1.39,7.42,4.82,0.7,12.61,16.41,0.73,1.51,3.36,451.33,NULL,NULL,42.24
370,93.54,5.5,NULL,3.16,NULL,NULL,6.16,95.29,2.37,2.16,1.41,NULL,0.37,90.29,NULL,0.14,117.03,8.49,NULL,0.23,1.7,89.08,NULL,NULL,6.56,6139.5,0.09,0.85,4.4,2.04,0.22,7.22,7.65,NULL,NULL,NULL,61.52,NULL,NULL,15.15
371,51.51,0.23,NULL,0.05,NULL,NULL,2.02,0.28,11.22,9.28,0.0,1.94,2.64,1200.76,NULL,0.18,322.37,18.76,16.3,0.09,0.28,46.87,NULL,NULL,0.75,727.88,0.06,0.05,1.04,0.27,0.23,NULL,31.81,NULL,0.58,3.5,20.97,NULL,NULL,NULL
372,613.34,42.48,NULL,11.35,NULL,NULL,44.62,811.49,10.1,9.16,0.0,0.95,4.73,652.31,NULL,0.68,709.53,55.93,37.92,1.16,6.68,756.26,NULL,NULL,20.89,25174.98,0.84,4.08,23.9,14.45,2.12,37.82,44.7,0.18,3.81,9.67,1344.74,NULL,NULL,132.96
373,990.26,49.26,NULL,15.36,NULL,NULL,38.32,93.09,101.61,82.12,0.0,19.49,25.57,343.13,NULL,1.47,2578.4,146.94,139.44,0.66,2.56,378.52,NULL,NULL,7.97,17563.64,0.58,0.42,7.22,2.02,1.88,NULL,349.81,NULL,6.0,47.35,244.96,NULL,NULL,3.39
374,251.7,6.49,NULL,1.3,NULL,NULL,8.73,0.0,42.38,33.88,0.0,8.51,5.97,666.45,NULL,1.23,672.78,122.28,158.12,0.37,1.69,236.22,NULL,NULL,3.1,12025.89,0.29,0.19,1.97,0.61,0.36,NULL,33.24,NULL,3.34,161.23,179.35,NULL,NULL,4.39
375,570.85,12.73,NULL,2.12,NULL,NULL,69.89,160.53,38.42,36.92,0.0,1.5,0.05,457.5,NULL,0.52,1193.28,102.76,61.95,0.6,2.86,617.24,NULL,NULL,5.07,178.81,0.53,0.83,31.32,3.5,2.0,10.06,1.11,2.16,0.66,1.42,56.25,NULL,NULL,185.19
376,575.12,34.99,NULL,5.39,NULL,NULL,23.03,0.0,50.15,41.27,0.17,8.89,17.28,197.68,10.93,2.73,714.5,209.88,190.79,0.87,3.4,458.45,NULL,NULL,4.21,145.56,0.39,0.65,7.2,0.54,0.33,0.4,3.88,0.44,11.02,2.83,64.69,NULL,NULL,14.28
377,144.5,1.96,NULL,0.42,NULL,NULL,28.97,54.8,0.88,0.8,0.0,NULL,0.22,405.02,NULL,0.05,289.25,36.77,30.13,0.08,1.04,211.75,NULL,NULL,2.6,169.73,0.05,0.14,15.05,0.25,0.49,3.89,1.34,1.81,0.58,4.11,9.49,NULL,NULL,102.61
378,727.45,17.71,NULL,4.33,NULL,NULL,46.22,237.06,93.31,87.48,0.0,5.84,13.96,1794.68,NULL,1.23,1188.48,119.12,136.87,0.85,3.87,581.46,NULL,NULL,4.47,5604.48,0.4,0.88,15.79,2.08,1.05,0.69,6.27,1.16,1.14,25.36,87.92,NULL,NULL,101.27
379,351.69,0.63,NULL,0.11,NULL,NULL,6.82,0.0,77.24,74.12,0.0,3.12,1.04,8.58,NULL,0.97,177.75,30.3,21.56,0.21,1.25,82.16,NULL,NULL,1.67,120.07,0.19,0.08,2.03,0.95,0.14,NULL,2.9,NULL,NULL,5.45,18.83,NULL,NULL,14.05
380,363.15,18.13,NULL,2.79,NULL,NULL,35.09,93.5,11.67,11.43,2.06,NULL,8.17,671.46,NULL,0.12,864.39,64.54,46.12,0.53,1.29,362.45,NULL,NULL,1.86,72.15,0.4,0.67,13.81,2.9,1.42,5.41,NULL,NULL,0.59,14.82,51.99,NULL,NULL,62.63
381,480.54,18.6,NULL,8.02,NULL,NULL,20.54,177.39,57.15,54.85,0.0,2.3,1.79,1940.85,NULL,2.13,404.89,46.9,74.86,0.24,2.15,290.21,NULL,NULL,6.36,448.68,0.98,0.54,4.36,1.18,0.18,6.48,6.5,0.88,2.1,31.52,149.47,NULL,NULL,44.03
382,195.99,2.52,NULL,0.4,NULL,NULL,15.38,12.6,26.78,23.84,0.54,2.94,2.74,544.0,NULL,0.35,424.34,30.91,49.41,0.17,0.87,184.78,NULL,NULL,1.43,135.13,0.05,0.1,2.44,0.26,0.19,0.51,4.33,NULL,0.16,7.42,19.26,NULL,NULL,35.38
383,75.96,2.44,NULL,0.4,NULL,NULL,11.5,20.41,1.58,1.22,0.0,0.36,0.53,525.12,NULL,0.06,139.63,19.22,21.81,0.05,0.47,90.01,NULL,NULL,1.24,99.21,0.03,0.06,5.86,0.12,0.21,1.46,2.15,0.68,0.26,14.18,10.91,NULL,NULL,38.65
384,236.66,4.59,NULL,0.63,NULL,NULL,3.22,0.0,46.62,42.68,0.0,3.93,8.09,2223.38,NULL,0.48,303.79,22.65,68.99,0.13,0.57,85.19,NULL,NULL,1.65,10712.41,0.08,0.06,0.81,0.24,0.2,NULL,7.55,NULL,0.97,16.74,21.23,NULL,NULL,5.08
385,373.61,24.22,NULL,6.41,NULL,NULL,13.47,39.49,18.13,15.31,5.22,2.82,8.47,487.49,NULL,0.33,755.76,48.94,57.7,0.3,1.32,284.14,NULL,NULL,2.37,1706.93,0.2,0.32,4.82,0.43,0.33,0.67,20.46,0.32,3.95,43.4,67.7,NULL,NULL,12.07
386,358.47,16.29,NULL,7.58,NULL,NULL,13.41,42.93,40.24,37.34,0.0,2.89,10.8,890.97,NULL,0.28,864.39,60.93,253.96,0.17,1.54,321.51,NULL,NULL,1.41,419.05,0.28,0.34,2.69,1.16,0.5,2.04,23.69,2.08,0.33,3.37,46.84,NULL,NULL,11.16
387,649.22,30.29,NULL,8.57,NULL,NULL,17.1,194.59,74.66,73.41,0.0,1.25,0.38,612.97,NULL,1.06,254.01,34.85,56.16,0.26,2.22,240.88,NULL,NULL,1.98,435.57,0.16,0.3,3.08,1.83,0.33,0.64,NULL,1.24,0.94,2.63,31.05,NULL,NULL,27.58
388,205.16,9.86,NULL,5.45,NULL,NULL,2.65,0.0,26.43,24.94,0.14,1.49,7.54,150.42,NULL,0.18,43.16,6.28,NULL,0.04,0.17,24.97,NULL,NULL,0.98,NULL,0.1,0.07,0.91,0.12,0.03,NULL,NULL,NULL,NULL,2.18,25.43,NULL,NULL,3.41
389,249.34,14.22,NULL,3.63,NULL,NULL,3.87,54.56,27.31,26.89,0.0,0.42,14.98,359.55,NULL,0.14,39.6,7.18,51.86,0.04,0.35,60.28,NULL,NULL,0.53,80.5,0.02,0.08,NULL,0.39,0.03,0.13,NULL,0.29,0.99,7.29,13.95,NULL,NULL,11.23
390,16.62,0.06,NULL,0.01,NULL,NULL,0.09,0.0,51.96,15.43,0.0,0.91,15.04,1.33,NULL,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,100.46,1.99,NULL,1.13,NULL,NULL,2.03,7.32,19.53,19.28,0.0,0.25,19.25,23.95,NULL,NULL,99.04,8.38,77.54,NULL,0.27,62.44,NULL,NULL,NULL,142.27,0.03,0.09,NULL,0.24,0.04,0.33,4.29,0.67,NULL,NULL,NULL,NULL,NULL,1.27
392,187.8,15.03,NULL,11.24,NULL,NULL,6.26,0.0,6.01,5.61,0.17,0.4,4.87,162.92,NULL,NULL,NULL,NULL,150.88,NULL,NULL,NULL,NULL,NULL,2.06,562.5,NULL,NULL,NULL,NULL,NULL,NULL,1.17,NULL,NULL,1.65,NULL,NULL,NULL,NULL
393,353.87,9.72,NULL,3.01,NULL,NULL,34.61,92.14,30.18,25.42,0.0,4.76,7.86,719.38,NULL,0.42,1275.32,87.23,64.07,0.42,6.68,395.24,NULL,NULL,4.4,10582.26,0.37,0.6,11.4,1.87,0.83,3.87,110.0,NULL,1.76,11.04,92.07,NULL,NULL,34.81
394,174.41,6.05,NULL,0.95,NULL,NULL,4.58,1.5,28.2,23.39,0.0,4.81,5.66,433.37,NULL,0.41,437.0,37.63,73.97,0.12,0.49,67.6,NULL,NULL,1.81,7914.18,0.09,0.13,0.8,0.53,0.28,0.07,40.73,NULL,1.58,98.38,63.2,NULL,NULL,1.06
395,508.94,24.93,NULL,4.44,NULL,NULL,19.67,40.82,53.39,46.45,0.0,6.94,14.84,1254.88,NULL,0.69,1117.29,70.56,141.5,0.51,1.24,209.11,NULL,NULL,2.99,26873.23,0.31,0.54,7.3,1.54,0.67,NULL,32.45,NULL,2.8,117.14,59.92,NULL,NULL,10.26
396,496.0,11.86,NULL,2.68,NULL,NULL,7.31,0.0,91.88,78.07,0.0,13.82,19.25,381.66,NULL,1.2,1537.99,115.65,142.12,0.7,1.38,218.54,NULL,NULL,2.8,64852.95,0.36,0.28,2.54,3.64,0.95,NULL,10.94,NULL,1.61,8.16,50.8,NULL,NULL,2.74
397,587.13,18.94,NULL,6.61,NULL,NULL,69.56,323.18,34.4,26.03,0.0,8.37,6.92,1252.31,NULL,1.05,1521.92,145.2,146.18,0.53,6.1,745.88,NULL,NULL,7.01,16563.0,0.46,0.73,20.32,5.09,2.02,2.18,46.67,NULL,3.22,45.09,54.83,NULL,NULL,79.66
398,296.24,5.84,NULL,0.86,NULL,NULL,11.44,0.0,53.35,38.11,0.0,15.24,10.0,1058.36,NULL,0.96,1076.9,108.62,123.2,0.39,2.1,233.86,NULL,NULL,4.18,22443.91,0.48,0.16,3.15,1.65,0.59,NULL,38.06,NULL,3.87,10.64,200.75,NULL,NULL,4.55
399,496.88,17.42,NULL,5.48,NULL,NULL,41.2,108.55,43.21,34.3,0.0,8.91,9.87,453.72,NULL,0.81,1453.56,110.91,107.35,0.78,2.56,497.44,NULL,NULL,4.01,17001.11,0.77,0.87,16.29,3.93,1.78,5.45,39.28,NULL,0.6,22.57,117.27,NULL,NULL,66.75
400,420.14,14.23,NULL,2.03,NULL,NULL,5.48,0.0,69.13,58.81,0.0,10.31,14.24,381.49,NULL,1.01,1157.26,87.27,112.13,3.8,1.06,162.59,NULL,NULL,2.3,48263.5,0.27,0.21,1.91,2.73,0.73,NULL,8.63,NULL,2.9,14.58,37.47,NULL,NULL,2.25
401,261.23,4.38,NULL,0.51,NULL,NULL,9.94,0.0,42.16,33.3,3.09,8.85,6.42,1002.72,NULL,1.02,856.0,86.54,195.07,0.37,1.59,155.58,NULL,NULL,4.4,11781.88,0.2,0.2,0.91,0.73,0.3,NULL,33.96,NULL,2.31,134.35,102.25,NULL,NULL,2.53
402,500.87,23.69,NULL,12.92,NULL,NULL,25.09,57.52,53.74,39.9,0.0,13.83,19.27,1264.13,NULL,1.42,1986.89,137.3,624.65,1.05,4.0,613.04,NULL,NULL,6.2,28060.71,0.35,0.81,10.64,3.96,0.96,0.59,22.54,0.84,5.14,217.15,180.77,NULL,NULL,45.39
403,203.37,1.03,NULL,0.18,NULL,NULL,10.18,0.0,41.3,31.53,0.0,9.77,6.72,1457.21,NULL,0.96,908.76,83.43,201.01,0.35,1.59,153.98,NULL,NULL,4.55,15998.54,0.21,0.21,1.18,0.67,0.29,NULL,48.21,NULL,1.56,140.25,107.66,NULL,NULL,2.41
404,329.16,20.78,NULL,4.27,NULL,NULL,4.47,1.61,33.56,26.94,0.0,6.62,9.85,337.12,NULL,0.59,632.44,43.69,71.0,0.17,0.83,120.17,NULL,NULL,1.79,7247.11,0.22,0.18,2.26,0.88,0.42,NULL,120.67,NULL,4.17,24.95,95.5,NULL,NULL,2.87
405,53.88,0.96,NULL,0.13,NULL,NULL,2.04,0.0,11.21,9.6,0.0,1.61,4.44,3.08,NULL,0.28,464.11,26.14,40.11,0.18,0.57,76.39,NULL,NULL,1.46,9716.92,0.09,0.14,4.69,0.39,0.12,NULL,19.21,NULL,1.33,1.75,65.48,NULL,NULL,4.43
406,170.28,4.83,NULL,2.71,NULL,NULL,10.22,30.02,23.96,19.83,0.0,4.14,16.21,75.64,NULL,0.37,479.28,47.91,237.09,0.15,0.74,186.74,NULL,NULL,1.84,19265.52,0.1,0.24,0.6,0.96,0.15,0.66,5.19,1.34,1.38,20.28,15.01,NULL,NULL,2.91
407,401.92,28.7,NULL,2.26,NULL,NULL,14.76,0.0,29.23,19.94,0.0,9.29,5.97,307.89,NULL,0.29,232.23,26.88,166.41,0.14,0.36,55.13,NULL,NULL,3.99,12784.73,0.16,0.1,1.29,0.42,0.11,NULL,19.68,NULL,0.95,15.71,26.28,NULL,NULL,3.74
408,876.57,70.52,NULL,31.73,NULL,NULL,29.99,143.64,30.38,26.72,0.0,3.66,6.05,959.01,NULL,0.62,546.22,61.63,420.26,0.51,3.33,370.8,NULL,NULL,3.3,11206.87,0.41,0.45,3.51,1.11,0.35,1.8,10.73,0.28,3.12,108.93,62.7,NULL,NULL,41.83
409,812.73,40.27,NULL,22.81,NULL,NULL,33.89,197.41,78.75,74.79,0.0,3.96,15.5,1610.97,NULL,0.71,690.16,85.59,847.69,0.25,3.39,702.46,NULL,NULL,5.06,10930.64,0.78,1.01,5.09,2.09,0.3,2.12,2.84,3.36,1.63,14.65,155.34,NULL,NULL,48.75
410,425.15,9.12,NULL,2.62,NULL,NULL,15.92,167.34,69.98,65.42,0.17,4.56,31.2,478.26,NULL,1.64,353.12,56.46,213.02,0.2,1.78,238.25,NULL,NULL,4.4,5056.79,0.4,0.73,4.92,1.62,0.21,0.56,1.51,1.22,0.98,9.43,96.03,NULL,NULL,38.58
411,339.33,10.09,NULL,1.01,NULL,NULL,7.47,0.0,53.75,51.0,1.66,2.75,13.74,131.33,NULL,0.9,164.0,40.42,97.31,0.32,0.84,138.38,NULL,NULL,3.04,2386.75,0.42,0.28,3.22,0.37,0.13,NULL,0.94,NULL,0.3,3.07,104.73,NULL,NULL,17.05
412,613.92,19.89,NULL,8.44,NULL,NULL,40.13,155.95,71.32,67.94,0.0,3.38,40.1,1406.41,NULL,0.61,1644.04,86.26,112.07,0.76,5.59,484.18,NULL,NULL,7.63,25112.1,0.81,1.04,12.64,1.66,0.99,6.61,27.19,0.16,4.11,7.65,68.17,NULL,NULL,23.97
413,270.1,11.9,NULL,4.9,NULL,NULL,9.21,0.0,36.47,28.57,0.0,7.9,9.68,25.6,NULL,1.29,953.0,78.34,106.35,0.58,1.96,237.23,NULL,NULL,4.95,16001.53,0.2,0.26,1.82,0.81,0.32,NULL,30.19,NULL,3.04,10.84,158.77,NULL,NULL,4.04
414,310.06,22.48,NULL,9.69,NULL,NULL,15.57,132.24,13.58,12.26,0.0,1.32,4.63,565.84,NULL,0.31,626.25,37.42,368.34,0.24,2.6,324.99,NULL,NULL,2.57,13553.39,0.15,0.62,1.36,1.16,0.32,1.39,19.51,0.68,3.14,75.13,54.04,NULL,NULL,17.27
415,387.04,10.61,NULL,1.44,NULL,NULL,5.76,0.0,71.33,65.35,0.0,5.98,34.77,25.01,NULL,0.81,1030.01,75.15,49.08,0.51,1.16,165.67,NULL,NULL,1.69,3529.07,0.17,0.12,1.95,0.67,0.4,NULL,18.42,NULL,0.74,2.37,38.06,NULL,NULL,1.0
416,351.14,9.67,NULL,3.01,NULL,NULL,18.2,173.88,48.45,42.52,0.0,5.93,16.2,259.2,NULL,2.17,443.15,84.64,139.46,0.27,2.53,368.7,NULL,NULL,3.57,9662.01,0.25,0.65,0.8,1.7,0.18,0.65,2.75,0.94,1.33,10.82,48.12,NULL,NULL,31.22
417,131.42,3.91,NULL,3.12,NULL,NULL,1.91,0.0,23.36,22.24,0.0,1.12,6.94,4.87,NULL,0.78,245.3,30.11,14.19,0.13,0.6,86.52,NULL,NULL,1.24,3547.08,0.1,0.08,1.39,0.39,0.17,NULL,5.49,NULL,0.7,2.33,13.89,NULL,NULL,NULL
418,391.7,7.13,NULL,2.9,NULL,NULL,18.91,98.08,63.21,60.52,0.0,2.69,8.61,1388.49,NULL,0.74,736.13,47.62,179.42,0.32,1.67,324.03,NULL,NULL,4.57,10238.75,0.63,0.72,4.75,1.56,0.28,0.75,13.31,1.16,1.6,5.32,151.63,NULL,NULL,35.52
